,Unnamed: 0,tweet,label
859,1717,ngo babimenye c basi ,1
860,1390,habari ahsante kwa kuwasiliana nasi pole sana kwa changamoto uliyoipata tunapenda kukufahamisha kuwa wateja wote walipewa mb  kama pole,2
861,836,nyuma yo gutwara bogisa yanjye nkakwihorera nikote ryanjye utangiye kuryiyitirira se,0
862,885,habari ahsante kwa uvumilivu wako pole sana kwa changamoto uliyoipata huduma ya internet sasa imerejea tunaendelea kuomba radhi kwa usumbufu uliopata ahsante kwa kuchagua vodacomll,1
863,635,ma sweet lady ma talil ma sweet lady ma talil mina ni be dji utomi ni funga kufa niku hanhana i will always love you ma talil,2
864,3182,urubyiruko rwu rwanda tugire umuhati wo gukorera igihugu cyacu mumbaraga kugiciro cyose byadusaba  ,2
865,1879,nyamara  amaze gusobanura umumaro wabyo na  yabikomojeho nabandi bagabo nabagore barabishimangira nibahuguka barabikwibutsa,1
866,1187,mwaramutse wasac kigarama avenue kk kk kk et kk mudufashe kuko ikibazo cy amazi kimaze iminsi murakoze,1
867,1779,utabiri wa hali ya hewa wa saa  zijazo kuanzia saa  usiku wa leo tarehe ,2
868,1500,mwambie neno moja mama mkwe wako kuhusu mwanawe me asante sana kwa kunizalia atm mashine,2
869,375,hata nyinyi tunachukua ushindi kama tumesimama,1
870,368,twa sumbiligi ngo tuzahura ubuzima daa cyane cyane ku bana bari mu mumurongo utukura nababwiriki rero ,0
871,1188,ya gahunda yumunsi wayibagiwe,1
872,41,aha ntacyo yabona yirangayeho,0
873,1985,ku mwanya wa kabiri mu bihugu bifite imfungwa nke ubanza hariho tuvalu ifite mu magereza yayo abantu  gusa,1
874,3228,turashima cyane ubufasha leta yatugeneye i rubavu akawunga umuceli nibishyimbo byatugezeho biradufasha guhangana na covid  turi mu ngo zacu sindohoka ntakudohoka ,2
875,2695,isabukuru nziza ku mukinnyi wa filime thomas grant gustin uzwi cyane nka the flashprimetv youthempowerment ,2
876,2853,nubwo abahungu bacu batatsinze uganda turabashimira ko bihagazehonibitegure umukino uzakurikirahoibyiza biri imbere,2
877,1183,sorry basi ariko izo chiffres zirinze imibare irenze  ,1
878,1623,hello rommy karibu,2
879,159,watuhumiwa  wa mauaji ya watoto mkoani njombe wafikishwa mahakamani waliofikishwa mahakamani ni joel joseph nziku nassan alfred kaduma na alphonces edward danda,0
880,2594,mbegaweeeeeeeeeee  cyakozecyo  hamwe na  afite impano umukinnyi   reba neza assist ya  yahaye  agatsinda igitego cya  cyamavubi   me   ,2
881,1740,twitangireurwandatutiganda  iyaba twese twambara izo tshirt buri munsi ,1
882,309,bendera ikipepea inapokea maneno mujarabu,1
883,824,rafiki mpya anakuwezesha kupata mpaka tshs  kwa kufuata vigezo hivi  anaweza kucheza mechi moja kwa soko la njia tatu na odds ziwe  au zaidi katika mpira wa miguu  anaweza weka bashiri yoyote ya mechi nyingi  jenga b,1
884,795,wo ai ni,2
885,496,ibyo murimo murumva bimeze gute abaswe njyewe akagwa nkamereye nabi kbsa,0
886,290,ngaho ndebera  ubu njye nkina amakarita nirukanywe mwirindo ryumwugaretired,0
887,1608,let talk aho kugirango umuriro ugende amazi yagenda  what about you ,1
888,720,ese kwibeta biri mu bintu byimakajwe muri uyu mwaka ko mbona bigenda bifata indi ntera ,0
889,282,mwine mu t biwa j ma ni lhekissa ,0
890,748,auxeni madala u bom,2
891,152,edm djoh wa hi danissa,0
892,122,himina muyivi wa botija  ,0
893,3151,abanyeshuri ko ntumva induru yanyura muvuga kowayabonye by the way mwakoze ,2
894,783,hinge ndungikire les organisateurs aka message urgent ko dangerous ashaka kwinjira illegally ,0
895,532,mu xava kwini a nyama ya homu,2
896,1680,ubwo x mumusubije iki mubyukuri nonese kwica amabwiriza ya covid bihuriyehe namande ya trafic ,1
897,54,kwirarira ni bibi man,0
898,664,ni lava ku susa tosa,2
899,1742,ese nawe urabizi ko iyo uri kubara amafranga mucyongereza iminwa yawe itashobora gufatan utagera kuri m ,1
900,43,nchi ya drama na matukio ila hii kama ikidhihirika ni kweli basi ni kashfa kubwa sana kitaifa mark my words maswali ha,0
901,1582,waziri wa nishati dkt medard kalemani pia atakagua kazi ya usambazaji umeme vijijini wilayani chato,2
902,482,nwana mutxangane i mutxangane em praia do bilene ,2
903,382,nachoshukuru imeanza kufungia simu kwa awamu ili athari isiwe kubwa ila kinachotakiwa kuwe na mazingira rahisi k,1
904,1002,ark uriya mukobw mwararanye bakibwiy ngo niwe mugore wawe ibihe byose waguma murogo cg wakwahukana,0
905,680,nange simwemera  uriya mutaramu kbxa,0
906,456,rais magufuli azindua rasmi programu ya pili ya maendeleo ya kilimo nchini asdp ,1
907,1630,takribani wanawake  madereva wa magari ya mashindano nchini saudi arabia watapata nafasi ya kufanyiwa majaribio ya mashindano ya formula e baada ya nchi hiyo kupata nafasi ya kuandaa msimu mpya wa mashindano hayo mwezi ujao,2
908,1260,simbona ari mu busanza se  ,1
909,183,mdogo wa marehemu steven kanumba seth bosco amefariki usiku wa kuamkia leo baada ya kuzidiwa akiwa nyumbani kwa mama kanum,0
910,1646,amahame ngenderwaho mu gucoca amakimbirane hagati yabashakanye  ubaye utegereye tvradio kurikira hano  ,1
911,232,hunga kwati vavito  ni dzivalele ,0
912,1227,ooooh sorry ni natashye ,1
913,1477,ndaburamo nka theo wo kuri r,1
914,2505,oya kwikingiza nibibe kubushake nubundi buri wese aba yiyizi bibaye kugahato ntibyarebeka neza,2
915,1219,ni mpya kabisa tumetengeneza kwaajili ya danga,1
916,1385,makamu wa rais samia suluhu hassan aipongeza sekta ya utalii nchini kwa mahusiano mazuri duniani kutokana na maendeleo ya teknolojia na upatikanaji taarifasoma zaidi gtgt,2
917,616,ho yini ku pfuka,2
918,1673,ni kumugina  tukomeje ubukanguramba aho twarebeye hamwe abatubahiriza amabwiriza yo kwirinda no kurinda abandi kubufatanye ninzego zitandukanye      ,1
919,253,mambo  muhimu ya kuzingatia kwa vijana wanaotafuta kazi au ajira  soma alama za nyakati  pitia matangazo mb,1
920,1795,vijana wanaanza kuelewa somo biashara ndogo ndogo zimeanza,2
921,3027,urakoze cyane nshuti anne disi unyibukije bya bihe byo muri  umunsi mwiza kuri twese pe ,2
922,1589,kama umeamka salama mwambie mungu asante hata bila kutoa sauti hakika yeye husikia na kuyaona yaliyo mioyoni mwetu,2
923,1277,none se niba utagira yimpastingire iyi tweet uyicopie kubera ikii,1
924,1123,mshambuliaji wa mbeya city aitwa kukipiga tp mazembe aliyekuwa mshambuliaji wa klabu ya city ya jijini mbeya eliud ambokile amejiunga na klabu ya toutpuissantmazembe ya nchini congo dr kwa,1
925,2055,nuyu se wa mico utweretse haruguru ,1
926,409,kama mechi iliyohailishwa haitachezwa kufikia masaa sabini na mawili  au hakuna taarifa ambayo tunaipata kuhusiana na mechi hii baada ya kuhailishwa basi bashiri zitabatilishwa,1
927,365,bnbsports abanyanigeria kwakira gutsindwa byanze biroha mu kibuga bamenagura ibirahure nintebe za stade simplysports ,0
928,361,njye natangiye gucyeka ko umuntukazi wa bambi ntawe kuko burigihe yitwaza ngo ari kwiga nkaho twe turi inzererezi ,0
929,1323,yaliyojiri viwanja yote unayotakiwa kujua kuhusu ligi za ulaya wikiendi iliyopita soma zaidi,2
930,2147,umvako i nyanza bogeza  aha ndagagaye mwaramutse ariko mugire umunsi mwiza ,1
931,95,ni ikibazo  mu kiganiro twaherutse kugirana batubwiye ko ibi byose bigenzurwa abatabyubahiriza bigenda bite aba bantu bitabweho pe ,0
932,1896,ese uramutse utsindiye million  inshuti yawe igahita isimbukira mukirere iti yeeeeee tubaye abakireeee ubwo wayisubiza ngo iki,1
933,2874,izi mpanuuro z umubyeyi w igihugu niba ujya uzikora utibereye ngo wihe amanota meza gusa  uzarama imyaka magana ,2
934,1706,mengine akichelewa kuyaona wawe wanamwambia au wanaamua wao ndo maana ya kuwa na wasaidizimama ni msikivu wasiogope kumwambia,2
935,339,video mwenezi humphrey polepole akizungumza na wakazi mwanga kilimanjaro katibu wa nec ya ccm itikadi na uenezi hpolepole akizungumza na wananchi wilayani mwanga ambao walilalamikia uwepo wa,1
936,1,amahano ni impanuka inkangu inzara muyite izina rikwiye,0
937,116,colisena  awe xitombo xa mwako uly istrato xanhine wako lexy,0
938,149,ariko se bigenda bite ngo umuntu yitumire ku meza yanjye nta gahunda dufitanye yumve ko nza kumwishyurira,0
939,553,mamana uyosala etse a tlhumala panghalato ,2
940,790,super sweet sunday ka nsati wamina nthabiseng mashaba ka xokwe nwana mina inocente mamani flora mathonsi ka xokwe ,2
941,3241,urakoze cyane nshuti anne disi unyibukije bya bihe byo muri  umunsi mwiza kuri twese pe ,2
942,67,famba u ya ti gunha hi parede,0
943,719,gtk chini mstari wa  kushoto kuelekea kulia utaona signal tunaomba,1
944,1950,ikinamico  burya ngo imbuto yo ku giti cyumuruho iratinda ikera igasarurwa rwot urumva iyi iri buze kurangira gute koko ,1
945,1986,ok nari ngize ngo turangana,1
946,528,hili jambo sio dogo kama tunavyofikiriahii elimu ya kiingereza tu bado hatuna soko kwenye ushindani wa ajirando ije iyo ya kiswahili,1
947,922,muheshimiwa kwa majina naitwa rahma juma salumu mwanafunzi wa shule kuu ya uandishi wa habari  udsmsjmc n,1
948,1176,habari shaby we ujanja ni kubadilisha na kukuongezea thamani ya pesa yako kwa huduma zetuhivyo tumeboresha menyu yetu  au kwa kutumia vifurushi vyetu sasa unaweza kutumia dakika za muda wa maongezi kupiga mitandao yote bila k,1
949,576,niku yingiseli nile xokwe mozambique sesi thembzana  ,2
950,377,ukisema unapenda mwenye komweunaambiwa kwahiyo sisi ambao hatuna ni wabayakupangiana tu,1
951,925,umva njye mbona kdi hafi gupfa peee,0
952,694,uyu mugaragu yaba asize ibitenga bituzuye uwiteka naguhamagara uzice amatwi ntiwitabe,0
953,915,habari ahsante kwa kuwasiliana nasi naomba ututumie risiti namba ya muamala huo kwa msada zaidi ahsante wn,1
954,189,ile video ya rosa ree kajidhalilisha kwakwelihata kama haoni madhara yake sasa,0
955,480,ya ba buluku tsokaaaa ,2
956,751,ubwo rero uzi ngo natinya kukivuga,0
957,624,masauni abanwa suala la mimba gerezanimtazuia vipi mimba,1
958,1144,ndashaka kuzareba umuntu uha ruswa ngo ujue mu ijuru ,0
959,334,nilifanya nachokipenda mzeena hata ningeipenda iyo pcb i guarantee you ningefaulu pia,1
960,120,ikibazo ni aging ubwo hibajijwe uko umwana yafashe umuntu mukuru vs ,0
961,1660,nkizi milliyari zose ngo sibampamo imwe ngo mbatunganyirize umugezi wa nyabarongo nigishanga cya nyabugogo ngo bigirire umusaruro igihugu  ,1
962,665,na hanya ni khensile ,2
963,426,ni bom by noh dja djuala ntse,2
964,613,niku  ma garrafa,2
965,3290,afite amahirwe yo kuba abasha kwerekana anarangamutima ye urwo rugerero uvuga azarugeraho ari strong mu mutwe kurusha uko ubitekereza,2
966,9,u gama u kuma  valores ,0
967,821,ark ibintu bwiwe murumva aribyo namwe ukuntu ngo umusore utereta umukobwa wikigari aba arusha inshingano umugabo wabana  muri ngororero,0
968,1407,harinigihe abarikibazo cya network,1
969,521,ndiyo anaweza kupata iwapo mshahara wake uliobaki ni  na kuendeleatl,1
970,526,a swilo swa matilo swi lava ku hiteka      ,2
971,1611,wakorana ninzego zumudugudu gusa ikiba gikenewe ni inama iba nyuma yumuganda kandi urumva ko mwe mutayitabira,1
972,1681,habari asante kwa kuchagua nmbkwa bonus akaunti unatakiwa kuwa na kitambulisho cha kura au leseni ya udereva au pasi ya kusafiria au kitambulisho cha kazi au cha taifa barua ya utambulisho picha  za passport size zenye k,2
973,2894,urye ibiryo bihagije kandi uhage neza kandi bifite ibyangombwa byose kubera coartem ufate ibintu bifite amavuta nkavoka,2
974,2024,komeza wirebere amakuru wa nshuti yamakuru we ,1
975,2419,hey wibuke gusenga uyu munsi  be blessed  chozo faustin    ,2
976,1747,mtoto anapewa jina la baraka unajua labda anamaanisha amepata baraka kutoka kwa mungu kumbe ni baraka maviatu,2
977,599,timale timale hi da ni mabitch ,2
978,1140,alisema badala tuwaze kuongeza kina dai na kiba wengine tunapambana kumshusha mmoja ili mwingine ashineme nimesema wapi dai hajui,1
979,756,bom tarde matxaka ya minamaputo ,2
980,3236,imana ikoze ibitangaza nyuma yimyaka  tubyara abana bagahita bapfaimana iduhaye umwana muzima  ,2
981,863,akox woe urabona harandi mahitamo bafite itegeko nitegeko erega aho gupfunomunsi buryuzapfejo,0
982,240,mabati imara yanayodumu kwa muda mrefu bila kupata kutuyametengenezwa kwa aluzinc tuna g  na g  gauge  utaipata,1
983,812,siku hizi ufunguo wa maisha sio elimu tena ni connection na undugulazition,1
984,846,leo ntakoma,1
985,2809,oh my god mbega inka nzikunda kubi mubo mwagabiye nanjye ntimunyibagirwe nyagasani  umuco wacu ishema ryacu mu rwanda rwemye,2
986,731,ni pfukile kwatsi ,2
987,265,nonese komboka ni bibi cyane iyo wanga gusakuza,0
988,146,a vavasati ya tswira a tibi bem hi nhloko ,0
989,252,famba te kundza pah hahahahahahahahah ,0
990,1551,kurusaba ni ugusaba ko bakwemerera ko ugenda cg utagenda,1
991,3283,urubyiruko rwu rwanda tugire umuhati wo gukorera igihugu cyacu mumbaraga kugiciro cyose byadusaba  ,2
992,1483,minisitiri wintebe wa mauritius pravind kumar jugnauth yageze i kigali aho aje mu nama ya chogm rbaamakuru ,1
993,1374,uyu munsi ngo reb iratangaza urutonde rw abarimu bashya icyiciro cya kane  teacher placement please lv nibyo cyangwa biracyanozwa,1
994,59,yarangiza ngo ni mutimucyeye apuuuu,0
995,1061,hariya haba abajura bo kurwego rwohejuru wangu ntuzanyure ikofi iri inyuma cg nagaphone muntoki,0
996,2434,respect kuri woe kbsa iyi photo iryoheye ijisho,2
997,1595,bashungwa tuunge mkono bidhaa za ndani made in tanzania,2
998,2175,kumbe hari uburyo butandukanye abagaboabasore bashobora gukoresha bakirinda gutera inda bitunguranye wowe uziukoresha ubuhe turabiganiraho mu kanya hh  kubonezurubyaro cyclebeads duhindurimyumvire hindurimyumvire ,1
999,218,milo mitatu tuu yenyewe kwa hesabu kali ila bado hutaki kutumia unataka kutesa watoto wa watu,1
1000,1697,tunaomba radhi kwa usumbufu uliojitokezafj,2
1001,654,swinene ngopfu ni vuya matreno hina jogo mndzuku,2
1002,569,jamaa yetu ana huu mzigo wa ajili ya watu wenye vidonda vya tumbo imetengenezwa kwa mimea kwa  mgonjwa,1
1003,812,ibigarasha ko mbona bifite umutima uhagaze kubera gufungura imipaka  tubwire uko zensitaye wangu         ,0
1004,1755,ahsante wote mliokuwa pamona nami mwanzo wa uzi mpaka mwisho retweet ili wengine pia wajifunze na wapate elimu na maarifa usiache pia kunifollow na kueka bell ya notification on usipitwe na maarifa,2
1005,2132,kugirango nyine batakwirukana ku kazi ariko nyuma yamasaha yakazi ntarwo usaba,1
1006,593,wa swi tivaaaaa,2
1007,1529,ko ntabimenyetso mbona se,1
1008,541,habari emanuel ahsante kwa kuwasiliana nasi naomba nikufahamishe kuwa tulikuwa na tatizo la kimtandao kwenye upande wa intanet mafundi wetu wamelifanyia kazi na sasa huduma ipo sawa tunaomba radhi kwa usumbufu uliyojitokeza sc,1
1009,1627,kuberiki umugabane w africa wasigaye inyuma mu mpande zose ugereranyije nindi migabane yisi ndi gukora ubushakashatsi ibizavamo nzababwira,1
1010,34,pimissa nhana u tsika madururo,0
1011,1789,furaha ya kua mshindi haielezeki unaposhinda mkeka unajiskiaje tuelezee kidogo,2
1012,907,mama wa watoto gb unazopatiwa baada ya kununua sma a zinatumika sehemu yeyote inayotumia internet tafadhali tufahamishe kama umekutana na changamoto yeyote ili tukusaidie,1
1013,682,hapa kigwangalla alitupiga kamba akadai ulikuwa unafanana hivi kwa hiyo wewe utajua umfanyeje,1
1014,1418,ali khamis mteja wetu wa thamani endelea kuongeza salio zaid na zaid ili uweze kushinda na jero yako promosheni asante sana kwa kuzid kuweka vocha tafadhali wajulishe na wengine wengi,2
1015,621,kwenu wazazi na waleziendapo inatokea tofauti baina yenu na kupelekea kujibizana jitahidini msionyeshe hizi tofauti mbele ya,1
1016,255,fambane mi te kundza nwine ok  estudos swa kho vha hambi ka kehele dza mani ,0
1017,390,ya xigadzana ehh,1
1018,1241,tunafunga sana kumi na nusu jionikaribu sana,1
1019,602,uko kurimbuka bigiye kugwa gitumo abadiventisiti nkuko byagendekeye abisiraheli itabaza itabazatv rwanda burundi sdachurch ,0
1020,177,ndabeshye x ngo nibura unyomoze,0
1021,1761,binanze mwegere umuhe undi munsi kuko birashoboka ko igihe wamuhaye byanze ariko ubizirikane pe ,1
1022,822,kuko sinumva ukuntu umuntu ukurusha byinshi byiza umwita umuswa kandi yarageze ku byo utarageraho ushobora no kutazageraho,0
1023,526,afite naa marembo mu menyo,0
1024,556,haya mc naomba uwalete fans dondosha handle yako  retweet na likeucsahau kufollow back,1
1025,830,karibu sana kwenye mkururo wa,1
1026,3147,uyu munsi twakoze siporo numva ndishimye sha ndebe p kagame hafi yange    rwanda the heart of africa ,2
1027,2493,shout out ku bantu mwese mwamfashije kugirango ngere aha ngeze byumwihariko abantu mwamfashije mutanzi imana ibampere umugisha,2
1028,824,thats culture si ubwa mbere mbibonye my concern si ifoto gusa ni iriya culture yo gupfukamira abagabo,0
1029,294,loco vku nhika nikombela uni tlhamuxela bai namina ni djula fswolefswo,1
1030,1592,habari tunaomba tufafanulie suala lako tafadhali,2
1031,314,ese ubwo ninandika akantu cg nkavuga akantu mukumva karimo ubujajwa cg nkigira imbeba muzantwika bene ka kageni weingo,0
1032,2425,turaje turaje mu menye ko umurongo wa g ari umurongo mwiza kdi wihuta,2
1033,2169,uzabyitondemo bitazakuvuna azabe ariwe umutima wawe wifuza cyane kurusha abandi bitari ibyo uzambwira,1
1034,3074,ntabirenze rwose ntugire ikibazo byose burya ni yale yale chr rwanda rwot rwotgain anonymous abolishnato ashtray americanidol allowcrowdinmohali ateezdeservesbetter atinysapologizetosoyeon abujatwittercommunity ,2
1035,2663,uwiteka abayobore muri ino nzira batangiye ,2
1036,214,ahahahahahaha wahidanissaa nsia d doh ih xixa hahahahhaha,0
1037,1381,wagira ngo ni umutwe wabanyamahanga pe,1
1038,644,ndavuga ikibazo cyo mu mutwe wa rujanga we  tweet yawe ifite ikibazo cyo mu mutwe apana ikibazo cyubuvanganzo,0
1039,3160,birthdaywishes mudufashe twifurize isabukuru yamavuko nzizansengiyumva sidick umuyobozi wigisata cyimikino kuri radiyo yacu isabukuru yamavuko nziza  ,2
1040,351,pamoja sana gasto endelea kufurahia huduma za airtelj,1
1041,415,ikibazo cyo kumva arko,0
1042,420,hari inguni yubuzima baba bahisha muvandimwe,0
1043,578,najye kurya dodo wenyine ahangaha ni hahandi umubyeyi yihakana uwo yabyaye,0
1044,1195,rwot aka kanya muri  harimo kubera ikiganiro nitangazamakuru ku irushanwa rya  riteganyijwe kubera mu rwanda hagati ya tariki   werurwe  rwandanepic        ,1
1045,1723,ahubwo mu rwego rwo kubagarirayose wagakwiriye naho kuhagera   ,1
1046,791,kumbukumbu hizi zitunzwe hata wanaotuzomea leo watazihitaji kesho akili na utu vitakapowarudia,1
1047,30,suka xtapora niti dlela male ya mina  toh ta falar noh ti dlela male yah mina ,0
1048,786,auxene mo yini kupfuka acredita cenastardeaninam,2
1049,99,nuwuhe mu mukobwa wahano mubona ushaje tumurangire umugabo kandi wumukire utazi gutereta wumve ngo mfite sure deal  irenze,0
1050,2229,sports yaba igiye kugaruka muri  nyuma yaho umusportif prof alexandre lyambabaje yagizwe umuyobozi mukuru wayo         ,1
1051,2482,gufata ifoto ndi hagati yabo ntacyo bitwayee,2
1052,446,unaweza badilisha muonekano wa eneo lako na taa hizi za pembeni karibuni ndugu zangu,1
1053,631,ku njhani  ni nghena kola chokwe,2
1054,2123,nabikunze cyane uko mwabicyemuye peeee ubundi yego niyacu kabisa   kungurana ibitekerezo kubitameze neza tunatera imbere  ,1
1055,643,wena wa xitiva,2
1056,3129,abakunda nature bazi umuziki mwiza wutunyoni ndetse numwuka uyunguruye uturuka mu biti nibyatsi,2
1057,1282,nakubeshyera iki wokabyara we,1
1058,2455,gusinda ni sawa cyane biryoha kubi uba wumva uri powerful confidence uba ufite yo sinshaka kuyivugaho,2
1059,2543,ibyishimo biza iyo duhagaritse kwinubira ibibazo dufite kandi tugashimira ibibazo byose tudafite,2
1060,2162,oyaaa ibyo ndabyumva ndabanabizi nshaka kumenya definition yijambo inyota na definition yijambo icyaka   ,1
1061,92,yahya haxxan habari tafadhali tunaomba kufahamu changamoto unapotumia huduma zetu,0
1062,412,hizi sheria zote zinatugusa kwa sasa kwa sababu sheria zinawahusu wananchi,1
1063,442,hii ni changamoto tusikate tamaa kulitolea ufafanuzi na tuhimize wanawake kugombea pia nafasi za wote,1
1064,5,familiandugumarafiki wana hofu kubwa juu ya watotondg zao walioko chinakulinda maisha ya watu na uhai ni kipaumbele,0
1065,52,a xizame da kwapa mesmo ,0
1066,857,umwanzi wumwanzi wawe x aba ariki cyawe,0
1067,1367,kesho si ndio siku yetu ya kujifunza huku tukifurahia umoja wetu waswahili  basi kujua mbinu za kupata kazi kirahisi ndugu,2
1068,3209,gushima hon  mushimira uburyo asangiza twebwe abato ukuri kose kuri jenoside yakorewe abatutsi  mugereranya ninzu yibitabo kwibuka      ,2
1069,83,tunaonewa sana imagine mtu anakwambia kuna msukuma eti amemuona amejichora tattoo ya tigo pesa mkononi,0
1070,300,niba ukundana numuntu agatangira kukubwira ukuntu aba ex be bari imbwa uzamenyeko ari wowe uzakurikiraho,0
1071,433,swi helile swa ma pank finish ,2
1072,1164,ingingo ya  yitegeko no  ryo kuwa  ritanga igisobanuro cyingengabitekerezo ya jenoside,1
1073,1541,nimefurahi sana comrade kinana kubaki kama katibu mkuu ni kiungo muhimu katika kujenga ccm mpya chini ya mwenyekiti mpya,2
1074,144,mkurugenzi mtendaji wa halmashauri ya wilaya ya itilima mkoani simiyu mwl mariano mwanyigu amefariki dunia ghafla usiku wa kuamkia leo desemba  akiwa jijini dodoma kwenye kikao,0
1075,1900,mhn wanguriye rya cupa x,1
1076,1240,alpha blondy nta cyabuza urumuri rwizuba nta cyahagarika izuba kurasa  check out sunshine in rwanda by legendary alpha blondy   ,1
1077,978,ikosa ntazigera nkora nuko nzahora nibuka ko anniversary zifite abo cyane abana bo mubakire,0
1078,1358,harabura amasaha  twitege iki nyuma ya guma mu rugo yiminsi  ,1
1079,861,mchawi stock ya chakula tubut km una stock yako ya msosi hio ngoma jion,1
1080,1885,okay ibyo mbikubye hafi rimwe nigice mwakira abatanga amaraso buri munsi cg hari iminsi yihariye ku batuye muri kigali,1
1081,332,pdi ni xava ndjaku kalhula a mintxumo ,1
1082,2447,turashima buri muntu wese ugira uruhare mwiterambere ryimideli mu rwanda kandi byumwihariko abanyamakuru leta nabandi bafatanyabikorwa benshi gushimafriday ,2
1083,1057,ark koko wagirango yahashakaga umuntu bahamagaye bakaburira ahubwo akarushaho kuvuga ubusa ngo rib iramutinya,0
1084,1395,ibyari inzozi kuri wowe niba warifuje kugaragaza impano yawe uri umukobwa amahirwe ntagucike thenextdiva indimbuto your talent is your business            ,1
1085,516,biashara asubuhi jioni mahesabu ya madrid jana yasitukatishe tamaa mapema tu ingia premier bet utengeneze pesa mi,1
1086,526,bro kama ile kauli ya cag hujaielewa biblia ilivyo na mafumbo unaielewa kweli,1
1087,1430,upo eneo gani mteja tunaomba details vizuri ili tuweze kufuatilia,2
1088,1499,kwa morombo tayari vibehii nchi raha ni maamuzi tu imagine watu wanakula bapa na nyamachoma huku wanabadilishana mawazo mda huu,2
1089,773,babwire ko bari kunywa mukaru kandi mu byukuri barimo kunywa umutobororo,0
1090,3064,niba umuntu akoze neza bimushimire uzaba witoza umuco mwiza wo gushima n ikinyabupfura kandi nuwo wundi umutera imbaraga,2
1091,1216,abaturarwanda bagera kuri  bamaze guhabwa urukingo rwa covid mu buryo bwuzuye urugamba rurakomeje dukomeze kwirinda twikingize tuzatsinda sindohoka  ,1
1092,1796,piga kazi au upigwe kazi ni wewe tuuu,2
1093,1448,makamu wa rais mama samia suluhu amewaagiza wakuu wa mikoa yote kutenga bajeti ili kuhakikisha inafany,2
1094,104,a vhula vhula ngopfu problema,0
1095,610,ubwo rero nyine gahunda niyandi nukubura imodoka muri gare ya huye ,0
1096,1023,wagirango arannya mu kigunda ,0
1097,817,rindira baveyo ntiwabahana bagenda nawe urabizi ,0
1098,689,habari ahsante pia kwa kushukuru na usijali kabisa katika hilo tuko pamoja sana mdau wetu wa nguvu hongera sana en,1
1099,1675,mwari mutarava gufata akantu iyo mugafata mwari kumwumvisha,1
1100,919,umugani wa ministiri ingabire niba waragiye gushukura hanze ukanaherayo urishimye twe abasigaye mu gihugu twabaye imishushwe ,0
1101,1245,munsobanurire aya mafaranga yubwiteganyirize rssb ikata kumushahara mugihe umuntu yitabye imana akiri ingaragu atarajya mukiruhuko cyizabukuru bigenda bite,1
1102,1162,bnbsports ni bande ubona ku ifoto aba bagabo ubibukira kuki simplysports ,1
1103,260,wa biwa lwei,0
1104,1056,aba batipe ubu barwaye iyihe ndwara ra icyo bakora cyose bamenye ko hari umurongo utukura utarengwa ,0
1105,582,mu muhango wo gufungura utubari harabanza abanywi bingenzi abavumbyi nabikopesha bazaza nyuma volume niyo,0
1106,2113,sogokuru ati umwana warezwe neza akumvira ababyeyi iyo akuze bamwita inyangamugayo wowe uwo mwaganiriye ukuze yakubwiye iki,1
1107,638,np  puto jr  male ya pepa,2
1108,1209,kora follow mve mu gisimenti nonah,1
1109,1355,ahsante kwa mrejesho huu mdau,2
1110,451,hi pfukile wa matimba wahi londzovota,2
1111,793,ni randza nyama ,2
1112,1161,mwadufasha kukibazo cyo kuyobya amafaranga twababwiye muri dm,1
1113,736,ina marha ya mina yi famba mahlweni hiti cup masiku lawa,2
1114,815,wana twita naomba nisaidie kumtag mtu mmoja humu umpe taarifa nimeweka movie mpya youtube akapate burudani kidogo ya dakik,1
1115,562,a quiet place  here hina ya famba,2
1116,1064,waziri mkuu akiweka jiwe la msingi la kiwanda cha kuchenjua dhahabu cha nyamigogo kilichopo wilayani nyanghwale wapili kulia ni mmiliki wa kiwanda hicho hussein nassoro ambaye ni mbunge wa nyanghwale na wengine ni viongozi kutoka mkoani hapa,1
1117,3144,cyaze aha ho yaratwemeje ,2
1118,438,ko byaba ari ikibazo ,0
1119,980,neno la siku ahari mtu aliyesoma sana mtu mwenye taaluma nyingi,1
1120,502,ese ukundana numukobwa ukazamenya ko papa wawe aryamana nawe watinyuka ukabibaza papa wawe cg wabibaza cherie wawe,0
1121,2586,everytime mpora niga gukiranuka nubwo ncumura ikindi kumva umuntu nkishyira mumywanyawe mbere yo gufata imyanzuro nibyibanze,2
1122,2847,nukuri birimo gutuma amakimbirane avuka rero tubyirinde,2
1123,1651,bimwe mubigo bikomeye byitabiriye space ya kem kuri bombori bombori muri missrwanda harimo  bk undp newtimes,1
1124,648,yakora kimwe gute kandi byose bikenewe kandi nyamugabo agaramye mu ntebe,0
1125,2626,rwot waha iki  yagejeje imihandaamazi meza amashanyaraziamashuriivuriroku baturage bo mu tugari duturiye ishyamba rya bishop mu rugano,2
1126,398,wandilahla hla wena shm,1
1127,841,panda vyeo hata uwe ceo lakini kumbuka huo sio mwisho wa maisha yako unaweza kuwa ceo wa kampuni ya mtu lakini ni houseboy wa maisha yako,1
1128,1688,waziri wa tamisemi selemani jafo atoa maelekezo usafiri wa mwendokasi baada ya chadema kanda ya pwani kuibua kero http,2
1129,1501,wowe wari france muri ya wc yabereye korea na japan nakumvise,1
